YEAR,COUNTY,ST_TOTAL,ST_LE_TOTAL,ST_LE_SWORN,ST_LE_NONSWORN,ST_OTH_FUNDED_TOTAL,ST_OTH_FUNDED_SWORN,ST_OTH_FUNDED_NONSWORN,CNTY_TOTAL,CNTY_LE_TOTAL,CNTY_LE_SWORN,CNTY_LE_NONSWORN,CNTY_OTH_FUNDED_TOTAL,CNTY_OTH_FUNDED_SWORN,CNTY_OTH_FUNDED_NONSWORN,SO_FUNDED_TOTAL,SO_FUNDED_SWORN,SO_FUNDED_NONSWORN,PD_FUNDED_TOTAL,PD_FUNDED_SWORN,PD_FUNDED_NONSWORN,CHP_FUNDED_TOTAL,CHP_FUNDED_SWORN,CHP_FUNDED_NONSWORN,Prosecution,DA_Attorneys,DA_Investigators,DA_Clerical,DA_Other,PublicDefense,PD_Attorneys,PD_Investigators,PD_Clerical,PD_Other,ProbationDept,ProbationOfficers,PROB_Other
2011,Marin County,817,601,435,166,9,8,1,817,601,435,166,9,8,1,282,183,99,310,244,66, , , ,86,32,8,34,12,38,22,4,9,3,92,55,37
2011,Mariposa County,97,69,55,14, , , ,97,69,55,14, , , ,69,55,14, , , , , , ,10,4,1,4,1, , , , , ,18,14,4
2011,Mendocino County,360,215,164,51, , , ,360,215,164,51, , , ,138,111,27,77,53,24, , , ,52,18,6,18,10,26,16,3,4,3,67,31,36
2011,Merced County,760,516,313,203,20,11,9,760,516,313,203,20,11,9,237,116,121,259,186,73, , , ,71,23,17,18,13,20,15,0,5,0,153,62,91
2011,Modoc County,38,29,21,8, , , ,38,29,21,8, , , ,23,16,7,6,5,1, , , ,4,1,0,1,2, , , , , ,5,4,1
2011,Mono County,86,70,46,24, , , ,86,70,46,24, , , ,49,28,21,21,18,3, , , ,8,4,2,2,0, , , , , ,8,6,2
2011,Monterey County,1349,883,667,216,25,19,6,1349,883,667,216,25,19,6,381,283,98,477,365,112, , , ,125,46,26,42,11,55,36,7,9,3,286,204,82
2011,Napa County,559,378,295,83,110,101,9,559,378,295,83,110,101,9,130,103,27,138,91,47, , , ,53,20,9,17,7,23,14,3,5,1,105,83,22
2011,Nevada County,337,245,126,119, , , ,337,245,126,119, , , ,173,66,107,72,60,12, , , ,23,10,3,9,1,12,8,0,4,0,57,20,37
2011,Orange County,9700,7369,4542,2827,80,55,25,9700,7369,4542,2827,80,55,25,3459,1948,1511,3830,2539,1291, , , ,705,235,156,115,199,368,190,69,56,53,1258,888,370
2011,Placer County,962,718,426,292, , , ,962,718,426,292, , , ,405,216,189,313,210,103, , , ,101,42,11,37,11, , , , , ,143,119,24
2011,Plumas County,83,61,31,30, , , ,83,61,31,30, , , ,61,31,30, , , , , , ,8,3,2,1,2, , , , , ,14,8,6
2011,Riverside County,6963,5237,3080,2157,61,44,17,6963,5237,3080,2157,61,44,17,3729,2021,1708,1447,1015,432, , , ,739,253,121,239,126,241,129,39,40,33,746,261,485
2011,Sacramento County,15669,14541,10298,4243,776,684,92,4510,3382,2243,1139,72,46,26,1879,1193,686,1431,1004,427,10455,7417,3038,393,165,39,71,118,135,90,22,18,5,600,477,123
2011,San Benito County,122,90,51,39, , , ,122,90,51,39, , , ,58,27,31,32,24,8, , , ,12,5,2,5,0, , , , , ,20,13,7
2011,San Bernardino County,6831,4998,2994,2004,225,103,122,6831,4998,2994,2004,225,103,122,3029,1706,1323,1744,1185,559, , , ,466,208,65,140,53,228,118,37,51,22,1139,375,764
2011,San Diego County,10311,7845,5219,2626,296,196,100,10311,7845,5219,2626,296,196,100,3692,2196,1496,3857,2827,1030, , , ,911,300,159,222,230,336,208,47,58,23,1219,968,251
2011,San Francisco County,4603,3866,3169,697,173,86,87,4603,3866,3169,697,173,86,87,1043,873,170,2650,2210,440, , , ,251,132,34,10,75,152,87,17,23,25,334,166,168
2011,San Joaquin County,2095,1562,866,696,23,17,6,2095,1562,866,696,23,17,6,691,284,407,848,565,283, , , ,185,75,32,49,29,71,39,13,17,2,277,122,155
2011,San Luis Obispo County,1027,799,476,323,166,134,32,1027,799,476,323,166,134,32,359,150,209,274,192,82, , , ,91,34,14,24,19, , , , , ,137,98,39
2011,San Mateo County,2091,1578,1053,525, , , ,2091,1578,1053,525, , , ,601,322,279,977,731,246, , , ,118,53,12,37,16, , , , , ,395,165,230
2011,Santa Barbara County,1590,1084,759,325,49,33,16,1590,1084,759,325,49,33,16,600,430,170,435,296,139, , , ,133,48,21,44,20,64,37,8,17,2,309,223,86
2011,Santa Clara County,5832,4284,3134,1150,108,48,60,5832,4284,3134,1150,108,48,60,1563,1189,374,2613,1897,716, , , ,489,171,85,128,105,217,115,29,39,34,842,304,538
2011,Santa Cruz County,781,596,346,250,38,17,21,781,596,346,250,38,17,21,313,138,175,245,191,54, , , ,81,32,13,23,13, , , , , ,104,81,23
2011,Shasta County,541,386,266,120,25,21,4,541,386,266,120,25,21,4,205,131,74,156,114,42, , , ,59,21,13,11,14, , , , , ,96,38,58
2011,Sierra County,21,16,11,5, , , ,21,16,11,5, , , ,16,11,5, , , , , , ,2,1,0,1,0, , , , , ,3,3,0
2011,Siskiyou County,207,155,117,38, , , ,207,155,117,38, , , ,100,77,23,55,40,15, , , ,13,7,2,3,1,7,4,0,3,0,32,13,19
2011,Solano County,1319,983,495,488,5,3,2,1319,983,495,488,5,3,2,415,107,308,563,385,178, , , ,102,46,16,28,12,65,42,8,13,2,169,137,32
2011,Sonoma County,1559,1130,804,326,47,25,22,1559,1130,804,326,47,25,22,610,444,166,473,335,138, , , ,112,48,13,33,18,47,27,8,11,1,270,223,47
2011,Stanislaus County,1413,1056,773,283,20,11,9,1413,1056,773,283,20,11,9,509,385,124,527,377,150, , , ,108,38,13,33,24,38,26,1,9,2,211,167,44
2011,Sutter County,283,214,161,53, , , ,283,214,161,53, , , ,127,99,28,87,62,25, , , ,26,9,9,8,0, , , , , ,43,36,7
2011,Tehama County,240,159,107,52, , , ,240,159,107,52, , , ,106,72,34,53,35,18, , , ,24,7,7,8,2, , , , , ,57,49,8
2011,Trinity County,64,34,19,15, , , ,64,34,19,15, , , ,34,19,15, , , , , , ,9,4,1,3,1, , , , , ,21,8,13
2011,Tulare County,1751,1149,845,304,5,4,1,1751,1149,845,304,5,4,1,653,484,169,491,357,134, , , ,180,59,56,43,22,71,41,6,13,11,351,252,99
2011,Tuolumne County,198,143,74,69, , , ,198,143,74,69, , , ,128,64,64,15,10,5, , , ,19,7,2,6,4,7,4,1,2,0,29,18,11
2011,Ventura County,2754,2006,1271,735,38,26,12,2754,2006,1271,735,38,26,12,1194,727,467,774,518,256, , , ,239,92,50,49,48,87,54,12,13,8,422,318,104
2011,Yolo County,822,581,321,260,70,47,23,822,581,321,260,70,47,23,242,81,161,269,193,76, , , ,86,32,23,19,12,31,22,4,5,0,124,43,81
2011,Yuba County,324,206,160,46, , , ,324,206,160,46, , , ,168,133,35,38,27,11, , , ,15,9,2,4,0, , , , , ,103,34,69
2012,Alameda County,5334,4285,2777,1508,220,137,83,5334,4285,2777,1508,220,137,83,1599,952,647,2466,1688,778, , , ,341,149,58,98,36,162,100,18,35,9,546,190,356
2012,Alpine County,19,17,14,3, , , ,19,17,14,3, , , ,17,14,3, , , , , , ,2,1,0,0,1, , , , , ,0,0,0
2012,Amador County,147,105,60,45, , , ,147,105,60,45, , , ,85,41,44,20,19,1, , , ,23,7,7,7,2, , , , , ,19,14,5
2012,Butte County,807,558,271,287,26,15,11,807,558,271,287,26,15,11,297,106,191,235,150,85, , , ,95,28,23,34,10, , , , , ,154,67,87
2012,Calaveras County,125,98,56,42, , , ,125,98,56,42, , , ,91,50,41,7,6,1, , , ,14,7,1,5,1, , , , , ,13,9,4
2012,Colusa County,116,86,49,37, , , ,116,86,49,37, , , ,63,30,33,23,19,4, , , ,11,3,2,3,3, , , , , ,19,11,8
2012,Contra Costa County,3002,2480,1766,714,301,210,91,2733,2211,1578,633,32,22,10,940,640,300,1239,916,323, , , ,125,68,9,28,20,103,62,10,16,15,294,110,184
2012,Del Norte County,121,69,37,32, , , ,121,69,37,32, , , ,57,26,31,12,11,1, , , ,11,5,2,4,0, , , , , ,41,33,8
2012,El Dorado County,618,422,206,216, , , ,618,422,206,216, , , ,341,153,188,81,53,28, , , ,56,21,13,19,3,17,12,1,4,0,123,97,26
2012,Fresno County,3385,2589,2068,521,293,263,30,3385,2589,2068,521,293,263,30,966,779,187,1330,1026,304, , , ,197,100,38,51,8,87,54,9,17,7,512,382,130
2012,Glenn County,108,79,40,39, , , ,108,79,40,39, , , ,60,24,36,19,16,3, , , ,5,2,0,3,0, , , , , ,24,13,11
2012,Humboldt County,545,374,279,95,19,11,8,545,374,279,95,19,11,8,210,168,42,145,100,45, , , ,47,12,10,12,13,26,14,3,7,2,98,73,25
2012,Imperial County,642,471,329,142, , , ,642,471,329,142, , , ,270,183,87,201,146,55, , , ,57,20,12,18,7,24,14,4,6,0,90,45,45
2012,Inyo County,114,70,46,24, , , ,114,70,46,24, , , ,53,34,19,17,12,5, , , ,13,4,3,4,2, , , , , ,31,22,9
2012,Kern County,2716,1891,1403,488,15,11,4,2716,1891,1403,488,15,11,4,1163,884,279,713,508,205, , , ,182,84,49,40,9,83,58,6,17,2,560,448,112
2012,Kings County,549,386,186,200, , , ,549,386,186,200, , , ,227,74,153,159,112,47, , , ,47,16,12,15,4, , , , , ,116,93,23
2012,Lake County,252,177,78,99, , , ,252,177,78,99, , , ,138,48,90,39,30,9, , , ,29,13,6,9,1, , , , , ,46,37,9
2012,Lassen County,136,85,66,19, , , ,136,85,66,19, , , ,69,51,18,16,15,1, , , ,11,4,1,4,2,5,3,0,2,0,35,14,21
2012,Los Angeles County,45146,36570,23838,12732,311,188,123,45146,36570,23838,12732,311,188,123,16796,9274,7522,19463,14376,5087, , , ,2022,983,272,481,286,1077,730,84,141,122,5477,4165,1312
2012,Madera County,325,200,143,57, , , ,325,200,143,57, , , ,104,72,32,96,71,25, , , ,32,15,6,8,3, , , , , ,93,39,54
2012,Marin County,835,613,439,174,9,8,1,835,613,439,174,9,8,1,297,192,105,307,239,68, , , ,75,28,8,28,11,38,22,4,9,3,109,71,38
2012,Mariposa County,97,69,56,13, , , ,97,69,56,13, , , ,69,56,13, , , , , , ,10,4,1,4,1, , , , , ,18,14,4
2012,Mendocino County,379,232,173,59, , , ,379,232,173,59, , , ,155,120,35,77,53,24, , , ,51,18,6,18,9,24,14,3,4,3,72,55,17
2012,Merced County,716,490,296,194,23,12,11,716,490,296,194,23,12,11,218,102,116,249,182,67, , , ,67,23,13,24,7,15,12,0,3,0,144,118,26
2012,Modoc County,44,31,18,13, , , ,44,31,18,13, , , ,25,13,12,6,5,1, , , ,8,3,1,1,3, , , , , ,5,4,1
2012,Mono County,86,70,44,26, , , ,86,70,44,26, , , ,50,27,23,20,17,3, , , ,8,4,2,2,0, , , , , ,8,6,2
2012,Monterey County,1345,891,672,219,27,21,6,1345,891,672,219,27,21,6,392,291,101,472,360,112, , , ,125,46,25,42,12,52,33,7,9,3,277,206,71
2012,Napa County,578,385,301,84,124,114,10,578,385,301,84,124,114,10,126,99,27,135,88,47, , , ,54,23,9,17,5,23,14,3,5,1,116,92,24
2012,Nevada County,322,227,116,111, , , ,322,227,116,111, , , ,163,64,99,64,52,12, , , ,24,10,3,10,1,12,8,0,4,0,59,44,15
2012,Orange County,9796,7434,4406,3028,79,55,24,9796,7434,4406,3028,79,55,24,3644,1885,1759,3711,2466,1245, , , ,743,277,181,119,166,368,194,74,56,44,1251,881,370
2012,Placer County,975,734,436,298, , , ,975,734,436,298, , , ,423,229,194,311,207,104, , , ,98,41,11,36,10, , , , , ,143,116,27
2012,Plumas County,76,54,29,25, , , ,76,54,29,25, , , ,54,29,25, , , , , , ,9,3,2,3,1, , , , , ,13,7,6
2012,Riverside County,6920,5178,2947,2231,73,53,20,6920,5178,2947,2231,73,53,20,3706,1916,1790,1399,978,421, , , ,717,250,113,231,123,234,132,32,42,28,791,327,464
2012,Sacramento County,16015,14875,10242,4633,784,693,91,4413,3273,2177,1096,67,46,21,1868,1186,682,1338,945,393,10885,7418,3467,390,167,39,67,117,146,97,24,19,6,604,487,117
2012,San Benito County,102,74,43,31, , , ,102,74,43,31, , , ,44,21,23,30,22,8, , , ,10,4,2,4,0, , , , , ,18,15,3
2012,San Bernardino County,7016,5112,2969,2143,229,101,128,7016,5112,2969,2143,229,101,128,3186,1718,1468,1697,1150,547, , , ,476,206,49,140,81,210,117,31,49,13,1218,902,316
2012,San Diego County,10432,7971,5303,2668,289,194,95,10432,7971,5303,2668,289,194,95,3816,2270,1546,3866,2839,1027, , , ,887,300,150,218,219,349,217,45,63,24,1225,973,252
2012,San Francisco County,4534,3794,3118,676,178,85,93,4534,3794,3118,676,178,85,93,1017,860,157,2599,2173,426, , , ,254,131,35,10,78,150,86,17,22,25,336,150,186
2012,San Joaquin County,2110,1570,874,696,27,22,5,2110,1570,874,696,27,22,5,682,280,402,861,572,289, , , ,173,73,26,48,26,64,38,12,10,4,303,240,63
2012,San Luis Obispo County,1034,804,461,343,167,128,39,1034,804,461,343,167,128,39,378,152,226,259,181,78, , , ,91,34,14,24,19, , , , , ,139,100,39
2012,San Mateo County,2060,1554,1027,527, , , ,2060,1554,1027,527, , , ,601,314,287,953,713,240, , , ,118,53,12,39,14, , , , , ,388,304,84
2012,Santa Barbara County,1602,1053,733,320,51,35,16,1602,1053,733,320,51,35,16,581,413,168,421,285,136, , , ,120,48,17,40,15,64,36,10,15,3,365,267,98
2012,Santa Clara County,5774,4205,3070,1135,108,49,59,5774,4205,3070,1135,108,49,59,1517,1131,386,2580,1890,690, , , ,459,168,59,118,114,245,126,30,47,42,865,337,528
2012,Santa Cruz County,753,559,335,224,26,15,11,753,559,335,224,26,15,11,286,124,162,247,196,51, , , ,82,32,13,23,14, , , , , ,112,88,24
2012,Shasta County,565,384,266,118,23,19,4,565,384,266,118,23,19,4,209,133,76,152,114,38, , , ,64,23,13,12,16, , , , , ,117,82,35
2012,Sierra County,20,16,10,6, , , ,20,16,10,6, , , ,16,10,6, , , , , , ,2,1,0,1,0, , , , , ,2,2,0
2012,Siskiyou County,220,156,117,39, , , ,220,156,117,39, , , ,101,77,24,55,40,15, , , ,24,8,2,9,5,8,5,0,3,0,32,14,18
2012,Solano County,1332,975,489,486,4,3,1,1332,975,489,486,4,3,1,409,104,305,562,382,180, , , ,109,50,9,32,18,68,43,10,11,4,180,145,35
2012,Sonoma County,1500,1097,574,523,47,24,23,1500,1097,574,523,47,24,23,589,223,366,461,327,134, , , ,112,48,14,33,17,48,28,8,11,1,243,197,46
2012,Stanislaus County,1419,1058,778,280,21,12,9,1419,1058,778,280,21,12,9,518,388,130,519,378,141, , , ,104,40,11,29,24,35,23,1,9,2,222,175,47
2012,Sutter County,281,215,168,47, , , ,281,215,168,47, , , ,129,104,25,86,64,22, , , ,25,9,8,8,0, , , , , ,41,34,7
2012,Tehama County,230,159,108,51, , , ,230,159,108,51, , , ,104,72,32,55,36,19, , , ,22,8,5,7,2, , , , , ,49,39,10
2012,Trinity County,72,40,18,22, , , ,72,40,18,22, , , ,40,18,22, , , , , , ,11,4,1,4,2, , , , , ,21,17,4
2012,Tulare County,1800,1180,862,318,7,6,1,1800,1180,862,318,7,6,1,688,501,187,485,355,130, , , ,171,58,50,42,21,77,43,8,13,13,372,265,107
2012,Tuolumne County,185,135,70,65, , , ,185,135,70,65, , , ,119,58,61,16,12,4, , , ,17,6,2,5,4,6,4,1,1,0,27,16,11
2012,Ventura County,2810,2065,1302,763,40,28,12,2810,2065,1302,763,40,28,12,1219,748,471,806,526,280, , , ,241,93,50,49,49,87,53,13,12,9,417,321,96
2012,Yolo County,791,559,321,238,72,47,25,791,559,321,238,72,47,25,227,83,144,260,191,69, , , ,81,33,20,17,11,31,22,4,5,0,120,103,17
2012,Yuba County,320,208,157,51, , , ,320,208,157,51, , , ,172,132,40,36,25,11, , , ,15,9,2,4,0, , , , , ,97,34,63
2013,Alameda County,5363,4315,2768,1547,250,134,116,5363,4315,2768,1547,250,134,116,1599,938,661,2466,1696,770, , , ,343,148,54,105,36,162,100,18,35,9,543,188,355
2013,Alpine County,20,18,15,3, , , ,20,18,15,3, , , ,18,15,3, , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0
2013,Amador County,147,106,61,45, , , ,147,106,61,45, , , ,86,42,44,20,19,1, , , ,22,7,7,6,2,0,0,0,0,0,19,14,5
2013,Butte County,792,544,264,280,27,16,11,792,544,264,280,27,16,11,299,109,190,218,139,79, , , ,93,28,27,25,13,0,0,0,0,0,155,69,86
2013,Calaveras County,133,105,62,43, , , ,133,105,62,43, , , ,97,55,42,8,7,1, , , ,14,7,1,5,1,0,0,0,0,0,14,8,6
2013,Colusa County,120,89,52,37, , , ,120,89,52,37, , , ,67,33,34,22,19,3, , , ,11,3,2,3,3,0,0,0,0,0,20,13,7
2013,Contra Costa County,3112,2516,1780,736,295,198,97,2851,2255,1605,650,34,23,11,965,654,311,1256,928,328, , , ,152,88,15,31,18,114,72,11,15,16,330,234,96
2013,Del Norte County,122,66,35,31, , , ,122,66,35,31, , , ,53,24,29,13,11,2, , , ,11,5,2,4,0,0,0,0,0,0,45,37,8
2013,El Dorado County,613,421,210,211, , , ,613,421,210,211, , , ,339,156,183,82,54,28, , , ,57,21,11,13,12,18,12,2,4,0,117,92,25
2013,Fresno County,3416,2598,2066,532,283,255,28,3416,2598,2066,532,283,255,28,1005,813,192,1310,998,312, , , ,216,104,44,60,8,87,54,9,17,7,515,387,128
2013,Glenn County,110,80,42,38, , , ,110,80,42,38, , , ,60,25,35,20,17,3, , , ,5,2,0,3,0,0,0,0,0,0,25,11,14
2013,Humboldt County,555,381,280,101,19,12,7,555,381,280,101,19,12,7,213,169,44,149,99,50, , , ,48,13,11,16,8,25,14,3,8,0,101,75,26
2013,Imperial County,644,465,322,143, , , ,644,465,322,143, , , ,268,182,86,197,140,57, , , ,63,20,13,18,12,24,14,4,6,0,92,74,18
2013,Inyo County,118,71,46,25, , , ,118,71,46,25, , , ,53,34,19,18,12,6, , , ,13,4,3,4,2,0,0,0,0,0,34,25,9
2013,Kern County,2890,2011,1479,532,15,11,4,2890,2011,1479,532,15,11,4,1239,942,297,757,526,231, , , ,183,91,36,46,10,87,57,12,16,2,609,493,116
2013,Kings County,583,413,196,217, , , ,583,413,196,217, , , ,251,79,172,162,117,45, , , ,54,19,14,17,4,0,0,0,0,0,116,93,23
2013,Lake County,261,186,81,105, , , ,261,186,81,105, , , ,147,51,96,39,30,9, , , ,30,14,6,9,1,0,0,0,0,0,45,37,8
2013,Lassen County,141,90,70,20, , , ,141,90,70,20, , , ,74,55,19,16,15,1, , , ,11,4,1,4,2,5,3,0,2,0,35,15,20
2013,Los Angeles County,44443,36057,23551,12506,294,187,107,44443,36057,23551,12506,294,187,107,16704,9186,7518,19059,14178,4881, , , ,1969,960,263,471,275,1031,704,73,138,116,5386,4038,1348
2013,Madera County,337,201,143,58, , , ,337,201,143,58, , , ,103,71,32,98,72,26, , , ,32,17,5,7,3,0,0,0,0,0,104,83,21
2013,Marin County,833,613,444,169,8,7,1,833,613,444,169,8,7,1,293,195,98,312,242,70, , , ,78,30,8,24,16,37,22,4,8,3,105,77,28
2013,Mariposa County,90,65,52,13, , , ,90,65,52,13, , , ,65,52,13, , , , , , ,10,4,1,4,1,0,0,0,0,0,15,11,4
2013,Mendocino County,384,237,175,62, , , ,384,237,175,62, , , ,157,120,37,80,55,25, , , ,51,18,6,18,9,24,14,3,4,3,72,55,17
2013,Merced County,728,500,296,204,25,12,13,728,500,296,204,25,12,13,225,106,119,250,178,72, , , ,67,23,13,24,7,19,12,4,3,0,142,118,24
2013,Modoc County,43,35,19,16, , , ,43,35,19,16, , , ,28,13,15,7,6,1, , , ,3,0,1,0,2,0,0,0,0,0,5,4,1
2013,Mono County,88,71,39,32, , , ,88,71,39,32, , , ,57,28,29,14,11,3, , , ,8,4,2,2,0,0,0,0,0,0,9,7,2
2013,Monterey County,1329,864,657,207,26,20,6,1329,864,657,207,26,20,6,382,281,101,456,356,100, , , ,130,50,25,41,14,55,35,7,10,3,280,207,73
2013,Napa County,581,389,297,92,117,105,12,581,389,297,92,117,105,12,133,104,29,139,88,51, , , ,54,23,8,15,8,22,14,3,5,0,116,92,24
2013,Nevada County,328,232,118,114, , , ,328,232,118,114, , , ,160,63,97,72,55,17, , , ,24,10,3,10,1,12,8,0,4,0,60,46,14
2013,Orange County,9784,7413,4379,3034,86,60,26,9784,7413,4379,3034,86,60,26,3663,1901,1762,3664,2418,1246, , , ,750,285,179,122,164,386,208,73,56,49,1235,866,369
2013,Placer County,1022,775,446,329, , , ,1022,775,446,329, , , ,459,234,225,316,212,104, , , ,102,40,13,39,10,0,0,0,0,0,145,118,27
2013,Plumas County,77,58,30,28, , , ,77,58,30,28, , , ,58,30,28, , , , , , ,8,3,2,2,1,0,0,0,0,0,11,6,5
2013,Riverside County,7077,5360,3083,2277,71,52,19,7077,5360,3083,2277,71,52,19,3897,2053,1844,1392,978,414, , , ,698,246,109,224,119,222,124,29,41,28,797,561,236
2013,Sacramento County,15783,14599,10016,4583,782,683,99,4445,3261,2142,1119,67,45,22,1850,1177,673,1344,920,424,10623,7236,3387,391,167,39,67,118,145,100,23,17,5,648,534,114
2013,San Benito County,105,68,41,27, , , ,105,68,41,27, , , ,39,17,22,29,24,5, , , ,8,4,2,2,0,0,0,0,0,0,29,24,5
2013,San Bernardino County,7053,5143,2964,2179,250,114,136,7053,5143,2964,2179,250,114,136,3228,1742,1486,1665,1108,557, , , ,463,201,65,129,68,215,121,33,49,12,1232,901,331
2013,San Diego County,10680,8127,5399,2728,293,194,99,10680,8127,5399,2728,293,194,99,3954,2361,1593,3880,2844,1036, , , ,929,317,155,239,218,348,219,47,54,28,1276,1013,263
2013,San Francisco County,4631,3772,3079,693,183,88,95,4631,3772,3079,693,183,88,95,1012,841,171,2577,2150,427, , , ,247,125,28,11,83,142,83,14,21,24,470,167,303
2013,San Joaquin County,2093,1592,890,702,27,21,6,2093,1592,890,702,27,21,6,700,276,424,865,593,272, , , ,165,66,30,45,24,70,42,13,11,4,266,216,50
2013,San Luis Obispo County,1073,836,492,344,175,139,36,1073,836,492,344,175,139,36,381,153,228,280,200,80, , , ,91,34,15,23,19,0,0,0,0,0,146,105,41
2013,San Mateo County,2100,1601,1045,556, , , ,2100,1601,1045,556, , , ,619,320,299,982,725,257, , , ,121,54,12,39,16,0,0,0,0,0,378,293,85
2013,Santa Barbara County,1633,1096,756,340,59,36,23,1633,1096,756,340,59,36,23,606,429,177,431,291,140, , , ,120,48,17,40,15,62,36,8,14,4,355,257,98
2013,Santa Clara County,5862,4259,3031,1228,110,52,58,5862,4259,3031,1228,110,52,58,1572,1115,457,2577,1864,713, , , ,482,178,72,122,110,238,121,30,38,49,883,361,522
2013,Santa Cruz County,779,573,343,230,23,13,10,779,573,343,230,23,13,10,304,135,169,246,195,51, , , ,82,32,13,23,14,0,0,0,0,0,124,98,26
2013,Shasta County,572,393,273,120,22,18,4,572,393,273,120,22,18,4,220,142,78,151,113,38, , , ,60,21,13,12,14,0,0,0,0,0,119,85,34
2013,Sierra County,20,16,10,6, , , ,20,16,10,6, , , ,16,10,6, , , , , , ,2,1,0,1,0,0,0,0,0,0,2,2,0
2013,Siskiyou County,214,146,111,35, , , ,214,146,111,35, , , ,93,74,19,53,37,16, , , ,24,8,2,9,5,8,5,0,3,0,36,14,22
2013,Solano County,1333,965,482,483,2,1,1,1333,965,482,483,2,1,1,418,109,309,545,372,173, , , ,109,50,9,33,17,72,47,9,13,3,187,152,35
2013,Sonoma County,1518,1086,576,510,46,25,21,1518,1086,576,510,46,25,21,581,228,353,459,323,136, , , ,114,48,14,34,18,49,29,8,11,1,269,215,54
2013,Stanislaus County,1442,1063,785,278,20,11,9,1442,1063,785,278,20,11,9,535,402,133,508,372,136, , , ,112,42,12,32,26,37,24,1,10,2,230,180,50
2013,Sutter County,279,209,163,46, , , ,279,209,163,46, , , ,128,105,23,81,58,23, , , ,23,10,6,4,3,0,0,0,0,0,47,40,7
2013,Tehama County,243,169,119,50, , , ,243,169,119,50, , , ,114,81,33,55,38,17, , , ,25,8,6,9,2,0,0,0,0,0,49,36,13
2013,Trinity County,74,40,32,8, , , ,74,40,32,8, , , ,40,32,8, , , , , , ,10,3,1,4,2,0,0,0,0,0,24,20,4
2013,Tulare County,1897,1250,904,346,8,7,1,1897,1250,904,346,8,7,1,729,532,197,513,365,148, , , ,174,61,52,39,22,81,43,8,15,15,392,282,110
2013,Tuolumne County,202,145,74,71, , , ,202,145,74,71, , , ,125,61,64,20,13,7, , , ,17,5,2,6,4,6,4,1,1,0,34,20,14
2013,Ventura County,2799,2052,1314,738,41,29,12,2799,2052,1314,738,41,29,12,1227,757,470,784,528,256, , , ,248,95,51,50,52,92,55,12,12,13,407,308,99
2013,Yolo County,820,593,318,275,89,45,44,820,593,318,275,89,45,44,242,84,158,262,189,73, , , ,86,36,20,20,10,31,22,4,5,0,110,93,17
2013,Yuba County,309,202,150,52, , , ,309,202,150,52, , , ,165,124,41,37,26,11, , , ,14,9,2,3,0,0,0,0,0,0,93,32,61
2014,Alameda County,5509,4451,2883,1568,257,139,118,5509,4451,2883,1568,257,139,118,1506,956,550,2688,1788,900, , , ,343,148,54,105,36,163,101,18,35,9,552,191,361
2014,Alpine County,17,14,11,3, , , ,17,14,11,3, , , ,14,11,3, , , , , , ,3,1,0,1,1,0,0,0,0,0,0,0,0
2014,Amador County,156,115,68,47, , , ,156,115,68,47, , , ,93,47,46,22,21,1, , , ,23,8,7,6,2,0,0,0,0,0,18,14,4
2014,Butte County,778,528,255,273,27,16,11,778,528,255,273,27,16,11,296,109,187,205,130,75, , , ,91,30,25,25,11,0,0,0,0,0,159,79,80
2014,Calaveras County,131,100,55,45, , , ,131,100,55,45, , , ,92,48,44,8,7,1, , , ,14,7,1,5,1,0,0,0,0,0,17,10,7
2014,Colusa County,121,90,54,36, , , ,121,90,54,36, , , ,67,34,33,23,20,3, , , ,10,3,2,3,2,0,0,0,0,0,21,12,9
2014,Contra Costa County,3165,2522,1784,738,312,208,104,2885,2242,1597,645,32,21,11,940,639,301,1270,937,333, , , ,185,97,37,35,16,119,76,10,18,15,339,275,64
2014,Del Norte County,118,66,37,29, , , ,118,66,37,29, , , ,53,25,28,13,12,1, , , ,11,5,2,4,0,0,0,0,0,0,41,33,8
2014,El Dorado County,624,417,205,212, , , ,624,417,205,212, , , ,341,155,186,76,50,26, , , ,56,21,13,12,10,24,14,4,5,1,127,101,26
2014,Fresno County,3464,2634,1638,996,281,251,30,3464,2634,1638,996,281,251,30,1009,398,611,1344,989,355, , , ,234,110,44,68,12,87,54,9,17,7,509,380,129
2014,Glenn County,114,81,43,38, , , ,114,81,43,38, , , ,60,25,35,21,18,3, , , ,4,1,0,2,1,0,0,0,0,0,29,12,17
2014,Humboldt County,568,386,287,99,17,12,5,568,386,287,99,17,12,5,219,175,44,150,100,50, , , ,50,14,10,12,14,25,14,3,8,0,107,84,23
2014,Imperial County,662,472,322,150, , , ,662,472,322,150, , , ,284,190,94,188,132,56, , , ,69,21,14,19,15,25,15,4,6,0,96,76,20
2014,Inyo County,131,86,47,39, , , ,131,86,47,39, , , ,68,35,33,18,12,6, , , ,13,4,3,4,2,0,0,0,0,0,32,23,9
2014,Kern County,2983,2070,1520,550,17,11,6,2983,2070,1520,550,17,11,6,1191,886,305,862,623,239, , , ,201,94,43,45,19,95,63,12,18,2,617,502,115
2014,Kings County,603,428,191,237, , , ,603,428,191,237, , , ,267,76,191,161,115,46, , , ,60,20,16,18,6,0,0,0,0,0,115,90,25
